"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"14238","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331091","08/28/2018","216","18.90","0812","JNF"
"14239","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331114","08/28/2018","216","18.90","0812","JNF"
"14240","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331138","08/28/2018","216","18.90","0812","JNF"
"14241","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331152","08/28/2018","216","18.90","0812","JNF"
"14242","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331176","08/28/2018","216","18.90","0812","JNF"
"14243","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331190","08/28/2018","216","18.90","0812","JNF"
"14244","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331213","08/28/2018","216","18.90","0812","JNF"
"14245","STIEFEL, CHANA","National Geographic Society","9781426331503","08/28/2018","96","24.90","0812","JNF"
"14246","NATIONAL GEOGRAPHIC KIDS","National Geographic Society","9781426331886","08/28/2018","216","18.90","0812","JNF"
"14247","DK","DK.","9781465473424","08/28/2018","352","25.00","0","MUS"
"14248","AMES, LEE","Dark Horse Comics","9781506705026","08/28/2018","208","49.99","0","CGN"
"14249","GOW, IAN D.","Berrett-Koehler","9781523098019","08/28/2018","272","27.95","0","BUS"
"14250","SHAMIR, RUBY","Penguin Young Readers","9781524738075","08/28/2018","32","17.99","0408","JNF"
"14251","ANDERSON, PAM","Potter/TenSpeed/Harmony/Rodale","9781524761660","08/28/2018","272","29.99","0","CKB"
"14252","KEATING, JESS","RH Childrens Books","9781524764470","08/28/2018","48","17.99","0508","JNF"
"14253","EDWARDS, ROBERTA","Penguin Young Readers","9781524792077","08/28/2018","112","9.99","0812","JNF"
"14254","EASTMAN, KEVIN","IDW Publishing","9781603094320","08/28/2018","112","29.99","0","CGN"
"14255","NADER, RALPH","Seven Stories Press","9781609808471","08/28/2018","304","26.95","0","POL"
"14256","DUNCAN, ALICE FAYE","Thinkingdom","9781629797182","08/28/2018","40","17.99","0912","JUV"
"14257","BAILEY, LINDA","Tundra","9781770495593","08/28/2018","56","17.99","0508","JUV"
"14258","HIEPLER, SUE","Search Press","9781782216643","08/28/2018","112","19.95","0","ART"
"14259","BARON, MIKE","Titan","9781782763260","08/28/2018","112","24.99","0","CGN"
"14260","MARTIN, ALAN","Titan","9781785862076","08/28/2018","112","22.99","0","CGN"
"14261","MORRISON, BILL","Titan","9781785863943","08/28/2018","112","29.99","0","CGN"
"14262","WOODSON, JACQUELINE","Penguin Young Readers","9781984812070","08/28/2018","32","18.99","0508","JUV"
"14263","LAMPE, ANGELA","Prestel Publishing","9783791358079","08/28/2018","288","60.00","0","ART"
"14264","GALLOWAY, RUTH","Tiger Tales","9781680100563","09/01/2018","32","23.99","0307","JUV"
"14265","DAMAS, JEANNE","Penguin Adult HC/TR","9780143133681","09/04/2018","224","30.00","0","PHO"
"14266","BARKER, PAT","Doubleday Publishing","9780385544214","09/04/2018","304","27.95","0","FIC"
"14267","TESORIERO, HEATHER WON","Ballantine Group","9780399181849","09/04/2018","448","27.00","0","EDU"
"14268","TALBOTT, HUDSON","Penguin Young Readers","9780399548673","09/04/2018","32","17.99","0608","JNF"
"14269","STAUB","Potter/TenSpeed/Harmony/Rodale","9780399580826","09/04/2018","240","32.50","0","CKB"
"14270","PETRAS, ROSS","Potter/TenSpeed/Harmony/Rodale","9780399581274","09/04/2018","208","14.99","0","LAN"
"14271","BROHI, KHALIDA","Random House Group","9780399588013","09/04/2018","224","27.00","0","BIO"
"14272","DAVIS, VIOLA","Penguin Young Readers","9780425291474","09/04/2018","32","17.99","0305","JUV"
"14273","STYRON, ALEXANDRA","Penguin Young Readers","9780451479372","09/04/2018","224","19.99","12UP","YAN"
"14274","COONEY, BARBARA","Penguin Young Readers","9780451480927","09/04/2018","44","17.99","0305","JUV"
"14275","EISEN, NORMAN","Crown","9780451495785","09/04/2018","416","28.00","0","HIS"
"14276","OLIVELLA, DANIEL","Potter/TenSpeed/Harmony/Rodale","9780451495884","09/04/2018","272","30.00","0","CKB"
"14277","STANLEY, JASON","Random House Group","9780525511830","09/04/2018","240","26.00","0","POL"
"14278","HARARI, YUVAL NOAH","Random House Group","9780525512172","09/04/2018","400","28.00","0","HIS"
"14279","SOTOMAYOR, SONIA","Penguin Young Readers","9780525514084","09/04/2018","40","17.99","0408","JNF"
"14280","SOTOMAYOR, SONIA","Penguin Young Readers","9780525515494","09/04/2018","40","17.99","0408","JNF"
"14281","CUNNINGHAM, BILL","Penguin Adult HC/TR","9780525558705","09/04/2018","256","27.00","0","BIO"
"14282","HILTON, STEVE","Christian/Forum","9780525575580","09/04/2018","240","24.00","0","POL"
"14283","CAMERON, ANN","RH Childrens Books","9780525579823","09/04/2018","96","12.99","0609","JUV"
"14284","CAMERON, ANN","RH Childrens Books","9780525579830","09/04/2018","80","12.99","0609","JUV"
"14285","CAMERON, ANN","RH Childrens Books","9780525579847","09/04/2018","80","12.99","0609","JUV"
"14286","CAMERON, ANN","RH Childrens Books","9780525579854","09/04/2018","80","12.99","0609","JUV"
"14287","CAMERON, ANN","RH Childrens Books","9780525579878","09/04/2018","112","12.99","0609","JUV"
"14288","HUDSON, WADE","RH Childrens Books","9780525580423","09/04/2018","96","18.99","0812","JUV"
"14289","RANDOM HOUSE","RH Childrens Books","9780525580676","09/04/2018","96","9.99","0307","JUV"
"14290","DR SEUSS","RH Childrens Books","9780525582151","09/04/2018","32","8.99","00UP","JNF"
"14291","BERRIOS, FRANK","RH Childrens Books","9780525582243","09/04/2018","24","4.99","0205","JUV"
"14292","LAFFERTY, MUR","Del Rey","9780525619390","09/04/2018","304","28.99","0","FIC"
"14293","LUKIANOFF, GREG","Penguin Adult HC/TR","9780735224896","09/04/2018","352","28.00","0","SOC"
"14294","NIEUWHOF, CAREY","Christian/Forum","9780735291331","09/04/2018","224","19.99","0","REL"
"14295","SAZAKLIS, JOHN","RH Childrens Books","9780736438636","09/04/2018","24","4.99","0205","JUV"
"14296","FERGUSON, DON","RH Childrens Books","9780736438681","09/04/2018","24","4.99","0205","JUV"
"14297","HOMBERG, RUTH","RH Childrens Books","9780736438711","09/04/2018","24","12.99","0406","JUV"
"14298","HAZEN, BARBARA SHOOK","RH Childrens Books","9780736438797","09/04/2018","24","4.99","0205","JUV"
"14299","FRANCIS, SUZANNE","RH Childrens Books","9780736439435","09/04/2018","128","12.99","0609","JUV"
"14300","RH DISNEY","RH Childrens Books","9780736439664","09/04/2018","24","4.99","0205","JUV"
"14301","HIGGINSON, SHEILA SWEENY","RH Childrens Books","9780736482639","09/04/2018","128","12.99","0609","JUV"
"14302","MCGUIRE, SEANAN","DAW","9780756414764","09/04/2018","368","26.00","0","FIC"
"14303","HOWE, JAMES","Candlewick","9780763647094","09/04/2018","48","15.99","0508","JUV"
"14304","BAUER, MARION DANE","Candlewick","9780763678838","09/04/2018","40","17.99","0408","JUV"
"14305","DICAMILLO, KATE","Candlewick","9780763689797","09/04/2018","32","16.99","0508","JUV"
"14306","MURGUIA, BETHANIE DEENEY","Candlewick","9780763694685","09/04/2018","32","14.99","0307","JUV"
"14307","FRIED, STEPHEN","Crown","9780804140065","09/04/2018","608","30.00","0","BIO"
"14308","HOSIE, DONNA","Holiday House","9780823438563","09/04/2018","384","17.99","14UP","YAF"
"14309","ARNOLD, TEDD","Holiday House","9780823439379","09/04/2018","48","15.99","0609","JUV"
"14310","WRIGHT, BETTY REN","Holiday House","9780823440306","09/04/2018","160","17.99","0812","JUV"
"14311","MORALES, YUYI","Holiday House","9780823440559","09/04/2018","40","18.99","0408","JNF"
"14312","MORALES, YUYI","Holiday House","9780823442584","09/04/2018","40","18.99","0408","JNF"
"14313","DRIVER, JUSTIN","Knopf","9781101871652","09/04/2018","576","35.00","0","LAW"
"14314","KELLER, CHRISTOPH","Knopf","9781101907917","09/04/2018","256","14.95","0","POE"
"14315","COTTER, CHARIS","Tundra","9781101918890","09/04/2018","368","16.99","0912","JUV"
"14316","ATKINSON, CALE","Tundra","9781101919095","09/04/2018","48","17.99","0408","JUV"
"14317","WARNER, SALLY","Penguin Young Readers","9781101999950","09/04/2018","144","14.99","0608","JUV"
"14318","DINI, PAUL","DC Comics","9781401280338","09/04/2018","160","24.99","0","CGN"
"14319","HANEY, BOB","DC Comics","9781401281670","09/04/2018","776","99.99","0","CGN"
"14320","BENNETT, MARGUERITE","DC Comics","9781401281687","09/04/2018","216","29.99","0","CGN"
"14321","TRUEIT, TRUDI","National Geographic Society","9781426331596","09/04/2018","208","16.99","0812","JUV"
"14322","TRUEIT, TRUDI","National Geographic Society","9781426331602","09/04/2018","208","26.90","0812","JUV"
"14323","LIBERMAN, YOAV","Penguin Adult HC/TR","9781440350818","09/04/2018","160","27.99","0","HOM"
"14324","DK","DK.","9781465467058","09/04/2018","200","24.99","0710","JNF"
"14325","MARSHAM, LIZ","DK.","9781465467157","09/04/2018","200","19.99","0912","JNF"
"14326","DK","DK.","9781465470843","09/04/2018","64","14.99","0307","JNF"
"14327","DK","DK.","9781465473851","09/04/2018","160","19.99","0609","JNF"
"14328","DIXON, ANDREW GRAHAM","DK.","9781465474759","09/04/2018","612","50.00","0","ART"
"14329","DK","DK.","9781465474780","09/04/2018","360","40.00","0","PER"
"14330","STEELE, PHILIP","DK.","9781465477125","09/04/2018","64","16.99","0609","JNF"
"14331","DK","DK.","9781465477132","09/04/2018","64","16.99","0609","JNF"
"14332","SEYMOUR, JOHN","DK.","9781465477354","09/04/2018","408","35.00","0","SEL"
"14333","DK","DK.","9781465478214","09/04/2018","160","19.99","0609","JNF"
"14334","DOWSETT, ELIZABETH","DK.","9781465478412","09/04/2018","128","21.99","0609","JNF"
"14335","SMITH, MARK ANDREW","Dark Horse Comics","9781506707808","09/04/2018","208","19.99","0","CGN"
"14336","HOLM, JENNIFER L.","RH Childrens Books","9781524719807","09/04/2018","240","16.99","0812","JUV"
"14337","HOLM, JENNIFER L.","RH Childrens Books","9781524719814","09/04/2018","240","19.99","0812","JUV"
"14338","BIRNEY, BETTY G.","Penguin Young Readers","9781524737207","09/04/2018","96","14.99","0508","JUV"
"14339","BORDER, TERRY","Penguin Young Readers","9781524740061","09/04/2018","32","17.99","0307","JUV"
"14340","MALDONADO, TORREY","Penguin Young Readers","9781524740559","09/04/2018","192","16.99","10UP","JUV"
"14341","MIGLORE, KRISTEN","Potter/TenSpeed/Harmony/Rodale","9781524758981","09/04/2018","288","35.00","0","CKB"
"14342","KAPLAN, DAVID A.","Crown","9781524759902","09/04/2018","464","30.00","0","POL"
"14343","EVERT, LORI","RH Childrens Books","9781524765668","09/04/2018","48","17.99","0307","JUV"
"14344","EVERT, LORI","RH Childrens Books","9781524765675","09/04/2018","48","20.99","0307","JUV"
"14345","FLETCHER, TOM","RH Childrens Books","9781524766382","09/04/2018","32","17.99","0307","JUV"
"14346","SOTOMAYOR, SONIA","RH Childrens Books","9781524771140","09/04/2018","352","17.99","10UP","JNF"
"14347","SOTOMAYOR, SONIA","RH Childrens Books","9781524771157","09/04/2018","352","20.99","10UP","JNF"
"14348","KLOBUCHAR, AMY","RH Childrens Books","9781524771966","09/04/2018","320","18.99","12UP","YAN"
"14349","KLOBUCHAR, AMY","RH Childrens Books","9781524771973","09/04/2018","320","21.99","12UP","YAN"
"14350","COREY, SHANA","RH Childrens Books","9781524772307","09/04/2018","48","12.99","0508","JNF"
"14351","KULLING, MONICA","RH Childrens Books","9781524772338","09/04/2018","48","12.99","0508","JNF"
"14352","FREEMAN, DON","Penguin Young Readers","9781524788643","09/04/2018","32","14.99","0607","JUV"
"14353","FREEMAN, DON","Penguin Young Readers","9781524788667","09/04/2018","32","14.99","0607","JUV"
"14354","CANDLEWICK PRESS","Candlewick","9781536201697","09/04/2018","32","20.00","1014","JNF"
"14355","DAVIES, NICOLA","Candlewick","9781536201734","09/04/2018","32","16.99","0609","JUV"
