"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"6997","REMENAR, KRISTEN","Charlesbridge","9781580896009","12/01/2015","32","17.99","0307","JUV"
"6998","MCGINNIS, MARK W.","Shambhala","9781611802641","12/01/2015","96","19.95","0408","JUV"
"6999","BETHESDA SOFTWORKS","Dark Horse Comics","9781616559809","12/01/2015","366","49.99","0","ART"
"7000","ASPREY, DAVE","Potter/TenSpeed/Harmony/Rodale","9781623366032","12/01/2015","240","27.99","0","CKB"
"7001","SIMONSON, WALTER","IDW Publishing","9781631400681","12/01/2015","160","24.99","0","CGN"
"7002","WHITLEY, JEREMY","IDW Publishing","9781631404665","12/01/2015","76","12.99","0912","JUV"
"7003","TITAN COMICS","Titan","9781782762850","12/01/2015","192","24.99","0","CGN"
"7004","MARTIN, ALAN","Titan","9781782766612","12/01/2015","112","22.99","0","CGN"
"7005","BUELENS, GEERT","Verso Books","9781784781491","12/01/2015","400","34.95","0","HIS"
"7006","UESHIBA, KISSHOMARU","Kodansha USA","9781568365732","12/04/2015","320","35.00","0","SPO"
"7007","PINKWATER, DANIEL","Candlewick","9780763671532","12/08/2015","40","15.99","0205","JUV"
"7008","DODD, EMMA","Candlewick","9780763680084","12/08/2015","24","12.99","0205","JUV"
"7009","DODD, EMMA","Candlewick","9780763680091","12/08/2015","24","12.99","0205","JUV"
"7010","CANDLEWICK PRESS","Candlewick","9780763681265","12/08/2015","32","12.99","0205","JUV"
"7011","MICHALAK, JAMIE","Candlewick","9780763681968","12/08/2015","48","14.99","0609","JUV"
"7012","GAIMAN, NEIL","DC Comics","9781401243227","12/08/2015","552","49.99","0","CGN"
"7013","SNYDER, SCOTT","DC Comics","9781401259105","12/08/2015","384","99.99","0","CGN"
"7014","ROBERSON, CHRIS","DC Comics","9781401262037","12/08/2015","656","75.00","0","CGN"
"7015","ROSENTHAL, MARC","powerHouse Books","9781576877494","12/08/2015","20","17.95","0205","JNF"
"7016","RUSS, STEPH","powerHouse Books","9781576877845","12/08/2015","168","24.95","0","CKB"
"7017","QUARTERSNACKS","powerHouse Books","9781576877869","12/08/2015","208","29.95","0","SPO"
"7018","MARLOCK, GUSTL","North Atlantic Books","9781583948415","12/08/2015","984","99.99","0","PSY"
"7019","LAZETTE, MICHELLE PARK","Quirk Books","9781594748332","12/08/2015","144","9.95","0","REF"
"7020","RUSSELL, ROMINA","Penguin Young Readers","9781595147431","12/08/2015","320","18.99","12UP","YAF"
"7021","PETRUCCI, KELLYANN","Potter/TenSpeed/Harmony/Rodale","9781623366704","12/08/2015","304","25.99","0","HEA"
"7022","MIZUSHIMA, MARGARET","Crooked Lane Books","9781629533810","12/08/2015","320","24.99","0","FIC"
"7023","DANIELS, ROBERT","Crooked Lane Books","9781629533834","12/08/2015","352","24.99","0","FIC"
"7024","SKEATES, STEVE","IDW Publishing","9781631404443","12/08/2015","72","17.99","0","CGN"
"7025","BBC RADIO 4 ","Watkins Media","9781780289076","12/08/2015","176","14.95","0","REL"
"7026","GIORGIO, JEAN-FRANCOIS DI","Titan","9781782763376","12/08/2015","192","29.99","0","CGN"
"7027","DOBIE, DUNCAN","Penguin Adult HC/TR","9781440245510","12/09/2015","224","29.99","0","SPO"
"7028","FOWLER, CHRISTOPHER","Bantam Dell","9780345547682","12/15/2015","416","26.00","0","FIC"
"7029","CARLE, ERIC","Penguin Young Readers","9780448489322","12/15/2015","32","8.99","0305","JUV"
"7030","RONEY, CARLEY","Potter/TenSpeed/Harmony/Rodale","9780804186032","12/15/2015","288","40.00","0","REF"
"7031","FERBER, JESSICA","powerHouse Books","9781576877623","12/15/2015","144","40.00","0","PHO"
"7032","LE GOUES, THIERRY","powerHouse Books","9781576877838","12/15/2015","256","60.00","0","PHO"
"7033","RHODES, MORGAN","Penguin Young Readers","9781595147073","12/15/2015","432","18.99","12UP","YAF"
"7034","SCOTT, STEVEN K.","Christian/Forum","9781601428424","12/15/2015","384","19.99","0","REL"
"7035","EASTMAN, KEVIN","IDW Publishing","9781631402746","12/15/2015","200","39.99","0","ART"
"7036","YASUHIKO, YOSHIKAZU","Kodansha USA","9781941220474","12/15/2015","400","29.95","0","CGN"
"7037","CROMPTON, SIMON","Prestel Publishing","9783791349466","12/15/2015","196","60.00","0","DES"
"7038","FRY, JASON","DK.","9781465438157","12/18/2015","48","19.99","0812","JNF"
"7039","HIDALGO, PABLO","DK.","9781465438164","12/18/2015","80","19.99","10UP","JNF"
"7040","MURPHY, FRANK","RH Childrens Books","9780375969379","12/22/2015","48","12.99","0508","JNF"
"7041","UNDERWOOD, DEBORAH","Penguin Young Readers","9780525429159","12/22/2015","88","16.99","0305","JUV"
"7042","ROY, RON","RH Childrens Books","9780553524000","12/22/2015","144","12.99","0609","JUV"
"7043","GOODE, MOLLY","RH Childrens Books","9780553538977","12/22/2015","32","12.99","0406","JUV"
"7044","RANDOM HOUSE","RH Childrens Books","9781101932889","12/22/2015","24","12.99","0406","JUV"
"7045","OTTO, CAROLYN","National Geographic Society","9781426323737","12/22/2015","32","17.90","0609","JNF"
"7046","GOTTFRIED, ARLENE","powerHouse Books","9781576877449","12/22/2015","240","45.00","0","PHO"
"7047","ELKAIM, YURI","Potter/TenSpeed/Harmony/Rodale","9781623366056","12/22/2015","336","26.99","0","HEA"
"7048","CIPULLO, LAURA","Potter/TenSpeed/Harmony/Rodale","9781623366582","12/22/2015","272","24.99","0","HEA"
"7049","EASTMAN, KEVIN","IDW Publishing","9781631404733","12/22/2015","240","49.99","0","CGN"
"7050","LOB, JACQUES","Titan","9781782761068","12/22/2015","80","19.99","0","CGN"
"7051","HUSSLEIN-ARCO, AGNES","Prestel Publishing","9783791354941","12/25/2015","240","60.00","0","ART"
"7052","POLO, MARCO","Penguin Adult HC/TR","9780141198774","12/29/2015","480","25.00","0","BIO"
"7053","CHAUCER, GEOFFREY","Penguin Adult HC/TR","9780141393216","12/29/2015","528","25.00","0","POE"
"7054","HARGREAVES, ADAM","Penguin Young Readers","9781101995235","12/29/2015","32","7.99","0307","JUV"
"7055","O'NEIL, DENNIS","DC Comics","9781401257965","12/29/2015","368","99.99","0","CGN"
"7056","JENKINS, TONIA","Hatherleigh Books","9781578265817","12/29/2015","112","12.50","0","REL"
"7057","ANNIBALI, JOSEPH A. MD","Penguin Adult HC/TR","9781594632976","12/29/2015","304","25.95","0","PSY"
"7058","RUBIN, DAVID","Dark Horse Comics","9781616557911","12/29/2015","288","24.99","0","CGN"
"7059","VARIOUS","Dark Horse Comics","9781616558246","12/29/2015","216","49.99","0","CGN"
"7060","BARON, MIKE","Dark Horse Comics","9781616558444","12/29/2015","152","17.99","0","CGN"
"7061","RANKIN, LISSA","Potter/TenSpeed/Harmony/Rodale","9781623365745","12/29/2015","288","24.99","0","OCC"
"7062","YOE, CRAIG","IDW Publishing","9781631404764","12/29/2015","168","29.99","0","CGN"
"7063","YUKIMURA, MAKOTO","Kodansha Comics","9781632360090","12/29/2015","400","22.99","0","CGN"
"7064","JODOROWSKY, ALEXANDRO","Titan","9781782761396","12/29/2015","56","15.99","0","CGN"
"7065","EWING, AL","Titan","9781782763031","12/29/2015","136","19.99","0","CGN"
"7066","LE TENDRE, SERGE","Titan","9781782763628","12/29/2015","232","39.99","0","CGN"
"7067","DEVERAUX, JUDE","PRH Grupo Editorial","9788415420934","12/31/2015","416","22.95","0","FIC"
"7068","GREEN, ROGER LANCELYN","Penguin Young Readers","9780147519177","01/05/2016","256","11.99","0","JUV"
"7069","THOMPSON, JUAN F.","Knopf","9780307265357","01/05/2016","288","26.95","0","BIO"
"7070","OSBORNE, MARY POPE","RH Childrens Books","9780385386456","01/05/2016","128","12.99","0710","JNF"
"7071","LAWRENCE, IAIN","RH Childrens Books","9780385733786","01/05/2016","288","16.99","10UP","JUV"
"7072","RHJ","Penguin Adult HC/TR","9780399175572","01/05/2016","96","16.95","0","OCC"
"7073","STAMPY (JOSEPH GARRETT)","RH Childrens Books","9780399555435","01/05/2016","72","9.99","0710","JUV"
"7074","KOTTER, JOHN","Penguin Adult HC/TR","9780399563911","01/05/2016","176","25.00","0","BUS"
"7075","DUFFY, JAMES P.","Penguin Adult HC/TR","9780451418302","01/05/2016","448","28.00","0","HIS"
"7076","HENDEE, BARB","Berkley / NAL","9780451469328","01/05/2016","432","28.00","0","FIC"
"7077","BAUER, JOAN","Penguin Young Readers","9780451470348","01/05/2016","304","16.99","10UP","JUV"
"7078","MELTZER, BRAD","Penguin Young Readers","9780525428527","01/05/2016","0","14.99","0508","JNF"
"7079","GRABENSTEIN, CHRIS","RH Childrens Books","9780553510409","01/05/2016","288","16.99","0812","JUV"
"7080","OSBORNE, MARY POPE","RH Childrens Books","9780553510850","01/05/2016","128","13.99","0710","JUV"
"7081","WINTER, JONAH","RH Childrens Books","9780553533880","01/05/2016","40","17.99","0408","JNF"
"7082","KLIMO, KATE","RH Childrens Books","9780553534917","01/05/2016","160","12.99","0710","JUV"
"7083","SHAKESPEARE, WILLIAM","RH Childrens Books","9780553538809","01/05/2016","112","9.99","14UP","YAF"
"7084","SHAKESPEARE, WILLIAM","RH Childrens Books","9780553538823","01/05/2016","112","9.99","14UP","YAF"
"7085","GOLDEN BOOKS","RH Childrens Books","9780553538885","01/05/2016","24","4.99","0205","JUV"
"7086","TILLWORTH, MARY","RH Childrens Books","9780553538915","01/05/2016","24","4.99","0205","JUV"
"7087","GOLDEN BOOKS","RH Childrens Books","9780553539073","01/05/2016","24","4.99","0205","JUV"
"7088","JORDAN, APPLE","RH Childrens Books","9780736434447","01/05/2016","24","4.99","0205","JUV"
"7089","GOLDEN BOOKS","RH Childrens Books","9780736434874","01/05/2016","24","4.99","0205","JUV"
"7090","GOLDEN BOOKS","RH Childrens Books","9780736434898","01/05/2016","24","4.99","0205","JUV"
"7091","GOLDEN BOOKS","RH Childrens Books","9780736436212","01/05/2016","24","4.99","0205","JUV"
"7092","WOOSTER, DEVIN ANN","RH Childrens Books","9780736481564","01/05/2016","24","12.99","0406","JUV"
"7093","DEPKEN, KRISTEN L.","RH Childrens Books","9780736482134","01/05/2016","24","12.99","0406","JUV"
"7094","SKY KOSTER, AMY","RH Childrens Books","9780736482141","01/05/2016","24","12.99","0406","JUV"
"7095","DAVIES, NICOLA","Candlewick","9780763678302","01/05/2016","112","14.99","0710","JUV"
"7096","SEARCY, DAVID","Random House Group","9780812993943","01/05/2016","240","26.00","0","LCO"
"7097","CHAUDHARY, KULREET","Potter/TenSpeed/Harmony/Rodale","9781101904312","01/05/2016","320","26.00","0","HEA"
"7098","KINGSTON, KAREN","Potter/TenSpeed/Harmony/Rodale","9781101906583","01/05/2016","224","14.99","0","OCC"
"7099","HORACE","Knopf","9781101907672","01/05/2016","256","14.95","0","POE"
"7100","ALBEE, SARAH","RH Childrens Books","9781101931387","01/05/2016","24","4.99","0205","JUV"
"7101","GOLDEN BOOKS","RH Childrens Books","9781101932520","01/05/2016","24","4.99","0205","JUV"
"7102","GOLDEN BOOKS","RH Childrens Books","9781101938478","01/05/2016","32","9.99","0307","JUV"
"7103","FOSTER, ALAN DEAN","Del Rey","9781101965498","01/05/2016","272","28.00","0","FIC"
"7104","TAYLOR, MILDRED D.","Penguin Young Readers","9781101993880","01/05/2016","304","19.99","0812","JUV"
"7105","LEMIRE, JEFF","DC Comics","9781401257613","01/05/2016","464","49.99","0","CGN"
"7106","DK","DK.","9781465437990","01/05/2016","352","25.00","0","PER"
"7107","ROMA, THOMAS","powerHouse Books","9781576877968","01/05/2016","98","20.00","0","PHO"
"7108","KONDO, MARIE","Potter/TenSpeed/Harmony/Rodale","9781607749721","01/05/2016","304","18.99","0","HOM"
"7109","DAGHER, EMMANUEL","Potter/TenSpeed/Harmony/Rodale","9781623366216","01/05/2016","208","19.99","0","BUS"
"7110","STERRETT, CLIFF","IDW Publishing","9781631402449","01/05/2016","176","75.00","0","HUM"
"7111","EASTMAN, KEVIN","IDW Publishing","9781631403897","01/05/2016","256","59.99","0","CGN"
"7112","KARP, BOB","IDW Publishing","9781631405020","01/05/2016","272","39.99","0","HUM"
"7113","LICATA, NICK","Sasquatch Books","9781632170446","01/05/2016","224","16.95","0","POL"
"7114","KULLING, MONICA","Tundra","9781770495203","01/05/2016","32","17.99","0508","JNF"
"7115","KULLING, MONICA","Tundra","9781770497955","01/05/2016","32","17.99","0508","JNF"
"7116","SMITH, HYRUM W.","Berrett-Koehler","9781626569164","01/11/2016","120","14.95","0","SEL"
"7117","BLACKLOCK, JEAN","Appetite by Random House","9780147529855","01/12/2016","128","16.95","0","CKB"
"7118","WEIR, ALISON","Ballantine Group","9780345521392","01/12/2016","576","30.00","0","BIO"
"7119","LARSEN, SONJA","RH Canadian Publishing","9780345815279","01/12/2016","272","32.00","0","BIO"
"7120","MACPHERSON, ELIZABETH","RH Childrens Books","9780385378635","01/12/2016","24","4.99","0205","JUV"
"7121","SCARRY, RICHARD","RH Childrens Books","9780385382977","01/12/2016","64","16.99","0307","JUV"
"7122","POTTER, DAVID","RH Childrens Books","9780385390606","01/12/2016","304","16.99","0812","JUV"
"7123","ELYS DAYTON, ARWEN","RH Childrens Books","9780385744126","01/12/2016","400","18.99","14UP","YAF"
"7124","GAVIN, CIARA","RH Childrens Books","9780385754767","01/12/2016","32","16.99","0307","JUV"
"7125","ISADORA, RACHEL","Penguin Young Readers","9780399160493","01/12/2016","32","16.99","0205","JUV"
"7126","POPE FRANCIS","Random House Group","9780399588631","01/12/2016","176","26.00","0","REL"
"7127","FIELDS, DOUGLAS","Penguin Adult HC/TR","9780525954835","01/12/2016","416","28.00","0","SCI"
"7128","MILLER, SARAH","RH Childrens Books","9780553498080","01/12/2016","304","17.99","10UP","JNF"
"7129","FLIESS, SUE","RH Childrens Books","9780553510645","01/12/2016","24","4.99","0205","JUV"
"7130","MULDROW, DIANE","RH Childrens Books","9780553513332","01/12/2016","24","4.99","0205","JUV"
"7131","DR SEUSS","RH Childrens Books","9780553520583","01/12/2016","64","16.99","0408","JNF"
"7132","TILLWORTH, MARY","RH Childrens Books","9780553522020","01/12/2016","24","4.99","0307","JUV"
"7133","LOWITZ, LEZA","RH Childrens Books","9780553534740","01/12/2016","272","17.99","12UP","YAF"
"7134","DARNTON, KATE","RH Childrens Books","9780553535044","01/12/2016","224","16.99","0912","JUV"
"7135","MCALLISTER, CAMERON","RH Childrens Books","9780553536386","01/12/2016","288","16.99","0912","JUV"
"7136","WATSON, JANE WERNER","RH Childrens Books","9780553536423","01/12/2016","24","4.99","0205","JUV"
"7137","SCARRY, PATRICIA","RH Childrens Books","9780553536621","01/12/2016","24","4.99","0205","JUV"
"7138","MCHUGH, GELOLO","RH Childrens Books","9780553536683","01/12/2016","80","7.99","0205","JUV"
"7139","GOLDEN BOOKS","RH Childrens Books","9780553539196","01/12/2016","24","4.99","0205","JUV"
"7140","WRECKS, BILLY","RH Childrens Books","9780553539233","01/12/2016","24","4.99","0205","JUV"
"7141","EASTMAN, P.D.","RH Childrens Books","9780553539899","01/12/2016","72","9.99","0609","JUV"
"7142","EASTMAN, P.D.","RH Childrens Books","9780553539905","01/12/2016","72","16.99","0609","JUV"
"7143","EASTMAN, P.D.","RH Childrens Books","9780553539912","01/12/2016","72","13.99","0609","JUV"
"7144","PATRICK, ELLA","RH Childrens Books","9780736433884","01/12/2016","32","7.99","0307","JUV"
"7145","LAGONEGRO, MELISSA","RH Childrens Books","9780736434423","01/12/2016","24","4.99","0205","JUV"
"7146","LAGONEGRO, MELISSA","RH Childrens Books","9780736434485","01/12/2016","24","4.99","0205","JUV"
"7147","NORTH BEDFORD, ANNIE","RH Childrens Books","9780736434683","01/12/2016","24","4.99","0205","JUV"
"7148","RH DISNEY","RH Childrens Books","9780736434744","01/12/2016","32","9.99","0307","JUV"
"7149","NELSON, MARILYN","Penguin Young Readers","9780803733053","01/12/2016","128","17.99","12UP","YAF"
"7150","VERNON, URSULA","Penguin Young Readers","9780803739864","01/12/2016","208","13.99","0812","JUV"
"7151","KALANITHI, PAUL","Random House Group","9780812988406","01/12/2016","256","26.00","0","BIO"
"7152","JENNINGS, CHRIS","Random House Group","9780812993707","01/12/2016","512","28.00","0","HIS"
"7153","HILL, JANET","Tundra","9781101917930","01/12/2016","48","17.99","0408","JUV"
"7154","MARSH, LAURA","National Geographic Society","9781426322822","01/12/2016","32","13.90","0508","JNF"
"7155","JAZYNKA, KITSON","National Geographic Society","9781426322860","01/12/2016","32","13.90","0406","JNF"
"7156","KRAMER, BARBARA","National Geographic Society","9781426322907","01/12/2016","48","13.90","0609","JNF"
"7157","MARSH, LAURA","National Geographic Society","9781426322945","01/12/2016","32","13.90","0406","JNF"
"7158","TRICE, LINDA","Charlesbridge","9781570918483","01/12/2016","32","16.95","0408","JUV"
"7159","VAN VLEET, CARMELLA","Charlesbridge","9781580896443","01/12/2016","40","16.95","0508","JNF"
"7160","STERN, ROBERT A.M.","Monacelli Press","9781580934350","01/12/2016","360","75.00","0","ARC"
"7161","STELTZNER, ADAM","Penguin Adult HC/TR","9781591846925","01/12/2016","256","29.00","0","BUS"
"7162","KAMB, STEVE","Potter/TenSpeed/Harmony/Rodale","9781623365400","01/12/2016","288","19.99","0","SEL"
"7163","CAIN, SARAH","Crooked Lane Books","9781629534800","01/12/2016","336","24.99","0","FIC"
"7164","EASTMAN, KEVIN","IDW Publishing","9781631404719","01/12/2016","144","39.99","0","CGN"
"7165","SPIRES, ASHLEY","Tundra","9781770494848","01/12/2016","32","16.99","0408","JUV"
"7166","MURPHY, DOUGLAS","Verso Books","9781781689752","01/12/2016","240","29.95","0","ARC"
"7167","ABADZIS, NICK","Titan","9781782763024","01/12/2016","136","19.99","0","CGN"
"7168","BONNEUIL, CHRISTOPHE","Verso Books","9781784780791","01/12/2016","320","26.95","0","SOC"
"7169","TRAVERSO, ENZO","Verso Books","9781784781330","01/12/2016","304","26.95","0","HIS"
"7170","HESS, CATHERINE","Prestel Publishing","9783791354682","01/15/2016","184","39.95","0","ART"
"7171","GHAYOUR, SABRINA","PRH Grupo Editorial","9788416295043","01/15/2016","240","34.95","0","CKB"
"7172","LARK, SARAH","PRH Grupo Editorial","9788466657006","01/15/2016","840","25.95","0","FIC"
"7173","OWEN, CHERYL","Search Press","9781782212638","01/18/2016","192","21.95","0","CRA"
"7174","SMITH, CAROLINE","Search Press","9781782212645","01/18/2016","192","21.95","0","CRA"
"7175","GATES, ROBERT M.","Knopf","9780307959492","01/19/2016","256","27.95","0","BUS"
"7176","BRYSON, BILL","Doubleday Publishing","9780385539289","01/19/2016","400","28.95","0","TRV"
"7177","GAGE, RANDY","Penguin Adult HC/TR","9780399175565","01/19/2016","240","24.00","0","SEL"
"7178","CHILTON, ANDREW","RH Childrens Books","9780553520705","01/19/2016","288","16.99","0812","JUV"
"7179","MCANULTY, STACY","RH Childrens Books","9780553521917","01/19/2016","128","9.99","0710","JUV"
"7180","LONGO, JENNIFER","RH Childrens Books","9780553537673","01/19/2016","368","17.99","12UP","YAF"
"7181","KRANS, KIM","RH Childrens Books","9780553539295","01/19/2016","48","16.99","0307","JUV"
"7182","KNOWLES, HEATHER","RH Childrens Books","9780736433891","01/19/2016","24","4.99","0205","JUV"
"7183","BALES, KEVIN","Random House Group","9780812995763","01/19/2016","304","28.00","0","SOC"
"7184","JOHN, DAYMOND","Crown","9781101903599","01/19/2016","288","26.00","0","BUS"
"7185","DK","DK.","9781465451538","01/19/2016","64","9.99","0","CKB"
"7186","BORGER, JULIAN","Other Press","9781590516058","01/19/2016","432","23.95","0","POL"
"7187","VONNEGUT, KURT","The Library of America","9781598534641","01/19/2016","754","35.00","0","FIC"
"7188","BRUSSOLO, SERGE","Melville House","9781612194684","01/19/2016","208","24.95","0","FIC"
"7189","HERNANDEZ, GILBERT","Dark Horse Comics","9781616558413","01/19/2016","104","17.99","0","CGN"
"7190","BROWN, JORDAN D.","Charlesbridge","9781623540647","01/19/2016","80","16.95","0812","JNF"
"7191","NIMS, CYNTHIA","Sasquatch Books","9781632170378","01/19/2016","160","19.95","0","CKB"
"7192","HATHERLEY, OWEN","Verso Books","9781784780753","01/19/2016","224","26.95","0","HIS"
"7193","FLEMING, IAN","Titan","9781785651557","01/19/2016","272","39.95","0","CGN"
"7194","ORTNER, NICK","Hay House","9781401951726","01/21/2016","32","16.99","0307","JUV"
"7195","ASHMAN, LINDA","RH Childrens Books","9780375973482","01/26/2016","32","20.99","0307","JUV"
"7196","REEVE, PHILIP","RH Childrens Books","9780385387965","01/26/2016","224","12.99","0710","JUV"
"7197","STARCK, LINDSAY","Penguin Adult HC/TR","9780399159237","01/26/2016","400","27.00","0","FIC"
"7198","HOLM, JENNIFER L.","RH Childrens Books","9780553512656","01/26/2016","144","12.99","0710","JUV"
"7199","DALE, HANNAH","RH Childrens Books","9780553538564","01/26/2016","32","16.99","0307","JUV"
"7200","GOODMAN, ALISON","Penguin Young Readers","9780670785476","01/26/2016","496","18.99","14UP","YAF"
"7201","WEINGARTNER, AMY","RH Childrens Books","9780736482042","01/26/2016","80","12.99","0609","JUV"
"7202","CHANG, DANIELLE","Potter/TenSpeed/Harmony/Rodale","9780804186681","01/26/2016","224","25.00","0","CKB"
"7203","OLLISON, RASHOD","Beacon Press","9780807057520","01/26/2016","240","25.95","0","BIO"
"7204","WEIDERMANN, VOLKER","Knopf","9781101870266","01/26/2016","176","24.95","0","BIO"
"7205","KLIMO, KATE","RH Childrens Books","9781101935514","01/26/2016","48","12.99","0508","JNF"
"7206","XIANLIN, JI","New York Review Books","9781590179260","01/26/2016","216","24.95","0","BIO"
"7207","JAMES, HENRY","The Library of America","9781598534719","01/26/2016","850","37.50","0","BIO"
"7208","COVEY, SYLVIE","Potter/TenSpeed/Harmony/Rodale","9781607747598","01/26/2016","320","35.00","0","ART"
"7209","FRAISE, NATHALIE","Potter/TenSpeed/Harmony/Rodale","9781607748052","01/26/2016","128","16.99","0","CKB"
"7210","GANDERTON, LUCINDA","Penguin Adult HC/TR","9781632501431","01/26/2016","288","29.99","0","CRA"
"7211","MULHERN, FRANCIS","Verso Books","9781784781910","01/26/2016","176","26.95","0","PHI"
"7212","LOPEZ BARRIO, CRISTINA","PRH Grupo Editorial","9788401015373","01/26/2016","400","17.95","0","FIC"
"7213","DE CERVANTES, MIGUEL","PRH Grupo Editorial","9788420412146","01/26/2016","1376","15.95","0","FIC"
"7214","GALVEZ, CHRISTIAN","PRH Grupo Editorial","9788420417738","01/26/2016","144","10.95","0709","JUV"
"7215","GALVEZ, CHRISTIAN","PRH Grupo Editorial","9788420419046","01/26/2016","128","10.95","0709","JUV"
"7216","CRESPO, JUAN CARLOS","PRH Grupo Editorial","9788420488004","01/26/2016","160","9.95","0306","JUV"
"7217","STREET, PAT","Holiday House","9780823421350","01/30/2016","48","18.95","0609","JNF"
"7218","WILHELM, HANS","Holiday House","9780823435357","01/30/2016","32","16.95","0408","JUV"
"7219","CABRERA, JANE","Holiday House","9780823435548","01/30/2016","32","16.95","0205","JUV"
"7220","ROTNER, SHELLEY","Holiday House","9780823435586","01/30/2016","32","16.95","0408","JNF"
"7221","FITZGERALD, SARAH MOORE","Holiday House","9780823435616","01/30/2016","160","16.95","10UP","JUV"
"7222","STONE, SONJA","Holiday House","9780823435623","01/30/2016","336","17.95","12UP","YAF"
"7223","KENT, ALLEGRA","Holiday House","9780823435630","01/30/2016","40","16.95","0408","JUV"
"7224","VELASQUEZ, ERIC","Holiday House","9780823435654","01/30/2016","24","16.95","0306","JUV"
"7225","ARNOLD, TEDD","Holiday House","9780823435661","01/30/2016","48","15.95","0609","JUV"
"7226","JAPANESE CULINARY ACADEMY","Kodansha USA","9784908325007","02/01/2016","216","75.00","0","CKB"
"7227","ACCADEMIA DELLA CUCINA GIAPPON","Kodansha USA","9784908325014","02/01/2016","216","75.00","0","CKB"
"7228","BOYKO, JOHN","Knopf Canadian Publishing","9780345808936","02/02/2016","384","30.00","0","HIS"
"7229","HOPKINSON, DEBORAH","RH Childrens Books","9780385373258","02/02/2016","44","17.99","0408","JUV"
"7230","SEPETYS, RUTA","Penguin Young Readers","9780399160301","02/02/2016","400","18.99","12UP","YAF"
"7231","SEARS, MICHAEL","Penguin Adult HC/TR","9780399166723","02/02/2016","368","27.00","0","FIC"
"7232","DAGG, CAROLE ESTBY","Penguin Young Readers","9780399172038","02/02/2016","304","16.99","10UP","JUV"
"7233","BRETT, JAN","Penguin Young Readers","9780399174582","02/02/2016","32","17.99","0305","JUV"
"7234","MCKILLIP, PATRICIA A.","Berkley / NAL","9780425271766","02/02/2016","352","27.00","0","FIC"
"7235","VON OELHAFEN, INGRID","Penguin Adult HC/TR","9780425283325","02/02/2016","288","28.00","0","HIS"
"7236","REICHERT, MICKEY ZUCKER","Berkley / NAL","9780451242303","02/02/2016","368","27.00","0","FIC"
"7237","FALATKO, JULIE","Penguin Young Readers","9780451469458","02/02/2016","40","16.99","0408","JUV"
"7238","GRANT, ADAM","Penguin Adult HC/TR","9780525429562","02/02/2016","336","28.00","0","BUS"
"7239","WEBB, CAROLINE","Crown","9780553419634","02/02/2016","368","27.00","0","BUS"
"7240","YAMAZAKI, SAORI","Potter/TenSpeed/Harmony/Rodale","9780553447965","02/02/2016","112","14.99","0","CRA"
"7241","KANG, HAN","Random House Group","9780553448184","02/02/2016","192","21.00","0","FIC"
"7242","BUSBY, CYLIN","RH Childrens Books","9780553511239","02/02/2016","272","16.99","0812","JUV"
"7243","KEATING, JESS","RH Childrens Books","9780553512274","02/02/2016","48","16.99","0508","JNF"
"7244","MCILHENNY, PAUL","Potter/TenSpeed/Harmony/Rodale","9780770435394","02/02/2016","144","16.99","0","CKB"
"7245","PITRE, BRANT","Christian/Forum","9780770435486","02/02/2016","256","23.00","0","REL"
"7246","DENNIS, PETER","DK.","9780789415035","02/02/2016","384","29.99","1017","JNF"
"7247","BERRY, MARY FRANCES","Beacon Press","9780807076408","02/02/2016","192","25.95","0","POL"
"7248","REHM, DIANE","Knopf","9781101875285","02/02/2016","176","23.95","0","BIO"
"7249","KALB, CLAUDIA","National Geographic Society","9781426214660","02/02/2016","320","24.00","0","PSY"
"7250","LOW DOG, TIERAONA MD","National Geographic Society","9781426216688","02/02/2016","336","26.00","0","HEA"
"7251","DK","DK.","9781465443786","02/02/2016","352","40.00","0","HEA"
"7252","TURNER, PAMELA S.","Charlesbridge","9781580895842","02/02/2016","256","16.95","12UP","YAN"
"7253","ARNOLD, CAROLINE","Charlesbridge","9781580896917","02/02/2016","32","16.95","0710","JNF"
"7254","DOTY, MD, JAMES R.","Penguin Adult HC/TR","9781594632983","02/02/2016","288","26.00","0","PSY"
"7255","WILLIAMS, DAVID","Quirk Books","9781594748851","02/02/2016","144","12.95","0","HUM"
"7256","CHEKHOV, ANTON","Seven Stories Press","9781609806644","02/02/2016","208","23.95","0","FIC"
"7257","GOLDBERG, NATALIE","Shambhala","9781611803167","02/02/2016","224","22.95","0","SEL"
"7258","TOBIN, PAUL","Dark Horse Comics","9781616559465","02/02/2016","80","10.99","0812","JUV"
"7259","GOTTMAN, JOHN","Potter/TenSpeed/Harmony/Rodale","9781623361846","02/02/2016","224","22.99","0","FAM"
"7260","SHOJAI, PEDRAM","Potter/TenSpeed/Harmony/Rodale","9781623366155","02/02/2016","288","25.99","0","SEL"
"7261","MAZOR, EINAT","Charlesbridge","9781623540746","02/02/2016","128","18.95","0","CKB"
"7262","ZWEIG, STEFAN","Steerforth Press","9781782271772","02/02/2016","384","30.00","0","FIC"
"7263","BROWN, PIERCE","Del Rey","9780345539847","02/09/2016","544","27.00","0","FIC"
"7264","MONTANARI, SUSAN MCELROY","RH Childrens Books","9780385384902","02/09/2016","40","16.99","0408","JUV"
"7265","SIDDALS, MARY MCKENNA","RH Childrens Books","9780449814307","02/09/2016","32","17.99","0307","JUV"
